****                   MendelIHT Version 1.4.6                  ****
****     Benjamin Chu, Kevin Keys, Chris German, Hua Zhou       ****
****   Jin Zhou, Eric Sobel, Janet Sinsheimer, Kenneth Lange    ****
****                                                            ****
****                 Please cite our paper!                     ****
****         https://doi.org/10.1093/gigascience/giaa044        ****

Running sparse Multivariate Gaussian regression
Number of threads = 32
Link functin = GLM.IdentityLink()
Sparsity parameter (k) = 4678
Prior weight scaling = off
Doubly sparse projection = off
Debias = off
Max IHT iterations = 20000
Converging when tol < 0.0001 and iteration ≥ 5:

Iteration 1: loglikelihood = 1.9900806693628624e6, backtracks = 0, tol = 0.05038374598183472
   1 │ 0.961262   0.661956  0.847897    0.402769     0.33137     0.438768   0.514933   0.769059    0.717984  0.788938   0.811874   0.842331    0.825106    0.804562     0.15278     0.1667      0.395057    0.624435
   2 │ 0.661956   0.948032  0.557685   -0.202822     0.787454    0.884674   0.913248   0.902928    0.907083  0.683842   0.379339   0.481195    0.663295    0.65234     -0.334057   -0.40853    -0.129373    0.388539
   3 │ 0.847897   0.557685  0.954111    0.17979      0.165714    0.353211   0.439503   0.751133    0.676253  0.715209   0.859243   0.945151    0.932864    0.920341     0.0536544   0.0117761   0.147172    0.471077
   4 │ 0.402769  -0.202822  0.17979     0.91354     -0.292047   -0.341377  -0.315482  -0.127349   -0.162637  0.130904   0.365607   0.258307    0.0528884   0.00634373   0.564355    0.794226    0.884544    0.487145
   5 │ 0.33137    0.787454  0.165714   -0.292047     0.945855    0.850106   0.816971   0.632606    0.655814  0.390138   0.0227619  0.0866165   0.293442    0.279834    -0.395466   -0.443924   -0.189301    0.228895
   6 │ 0.438768   0.884674  0.353211   -0.341377     0.850106    0.945628   0.930715   0.791467    0.806598  0.49433    0.15184    0.267006    0.48965     0.464051    -0.476417   -0.519161   -0.229649    0.314126
   7 │ 0.514933   0.913248  0.439503   -0.315482     0.816971    0.930715   0.948291   0.85194     0.849352  0.528883   0.218216   0.352484    0.572323    0.549707    -0.460254   -0.510899   -0.212939    0.352389
   8 │ 0.769059   0.902928  0.751133   -0.127349     0.632606    0.791467   0.85194    0.959712    0.921534  0.746578   0.574092   0.688411    0.826454    0.817697    -0.237145   -0.320405   -0.0910167   0.415239
   9 │ 0.717984   0.907083  0.676253   -0.162637     0.655814    0.806598   0.849352   0.921534    0.944592  0.765394   0.50357    0.611596    0.75971     0.74374     -0.283729   -0.360483   -0.109956    0.410021
  10 │ 0.788938   0.683842  0.715209    0.130904     0.390138    0.49433    0.528883   0.746578    0.765394  0.929658   0.758427   0.706585    0.693838    0.710687     0.161203    0.0330841   0.0859537   0.292251
  11 │ 0.811874   0.379339  0.859243    0.365607     0.0227619   0.15184    0.218216   0.574092    0.50357   0.758427   0.942085   0.888778    0.773427    0.779216     0.335257    0.277824    0.282037    0.365735
  12 │ 0.842331   0.481195  0.945151    0.258307     0.0866165   0.267006   0.352484   0.688411    0.611596  0.706585   0.888778   0.9522      0.89895     0.886257     0.136575    0.105239    0.211036    0.463981
  13 │ 0.825106   0.663295  0.932864    0.0528884    0.293442    0.48965    0.572323   0.826454    0.75971   0.693838   0.773427   0.89895     0.958104    0.934559    -0.108954   -0.146581    0.0570785   0.500088
  14 │ 0.804562   0.65234   0.920341    0.00634373   0.279834    0.464051   0.549707   0.817697    0.74374   0.710687   0.779216   0.886257    0.934559    0.949774    -0.0343858  -0.138736   -0.0268094   0.368425
  15 │ 0.15278   -0.334057  0.0536544   0.564355    -0.395466   -0.476417  -0.460254  -0.237145   -0.283729  0.161203   0.335257   0.136575   -0.108954   -0.0343858    0.903816    0.775911    0.365151   -0.221885
  16 │ 0.1667    -0.40853   0.0117761   0.794226    -0.443924   -0.519161  -0.510899  -0.320405   -0.360483  0.0330841  0.277824   0.105239   -0.146581   -0.138736     0.775911    0.886623    0.678899    0.0942677
  17 │ 0.395057  -0.129373  0.147172    0.884544    -0.189301   -0.229649  -0.212939  -0.0910167  -0.109956  0.0859537  0.282037   0.211036    0.0570785  -0.0268094    0.365151    0.678899    0.931699    0.657207
  18 │ 0.624435   0.388539  0.471077    0.487145     0.228895    0.314126   0.352389   0.415239    0.410021  0.292251   0.365735   0.463981    0.500088    0.368425    -0.221885    0.0942677   0.657207    0.972419

Trait 1: IHT estimated 239 nonzero SNP predictors
239×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    11577  -0.00471012
   2 │    11578  -0.00463269
   3 │    11579   0.00469133
   4 │    11580   0.00472849
   5 │    11581  -0.0046825
   6 │    11584  -0.00264578
   7 │    11590   0.00471954
   8 │    11592  -0.0027023
   9 │    11594   0.000636805
  10 │    11598  -0.00159568
  11 │    18165  -0.00292432
  12 │    18181  -0.00546048
  13 │    18182   0.00329801
  14 │    18183  -0.00546829
  15 │    18184   0.00554066
  16 │    18185   0.0055257
  17 │    18186   0.00549769
  18 │    18187  -0.00212268
  19 │    18188   0.00563077
  20 │    18189   0.00548641
  21 │    41945  -0.00271311
  22 │    41952  -0.0033948
  23 │    41954  -0.0033892
  24 │    41955  -0.00335166
  25 │    41956  -0.00338175
  26 │    41959   0.00283694
  27 │    41963  -0.00280096
  28 │    41964   0.00586928
  29 │    41965   0.005933
  30 │    41966  -0.00267097
  31 │    41967  -0.00277774
  32 │    41968   0.00455319
  33 │    41972  -0.00333181
  34 │    41974   0.00115969
  35 │    41975   0.00495413
  36 │    41977   0.0044084
  37 │    41978   0.00449054
  38 │    41979   0.00443745
  39 │    41985   0.00427564
  40 │    41986   0.00331085
  41 │    41988   0.00340545
  42 │    41989   0.00351642
  43 │    41990   0.0021635
  44 │    41992  -0.00306854
  45 │    41997  -0.00203233
  46 │    42916  -0.00148741
  47 │    42919  -0.00141595
  48 │    42921  -0.00132367
  49 │    42925  -0.00204673
  50 │    42927  -0.00144477
  51 │    42928  -0.00198815
  52 │    42930  -0.00110443
  53 │    42931  -0.00148438
  54 │    42932  -0.00121132
  55 │    42933  -0.0033917
  56 │    42934  -0.00315841
  57 │    42935  -0.00312407
  58 │    42936  -0.00175008
  59 │    42938  -0.00226778
  60 │    42941   0.00198505
  61 │    42942   0.00199288
  62 │    42943   0.0019604
  63 │    42945   0.00202727
  64 │    42947   0.00183771
  65 │    42956  -0.00176205
  66 │    42963   0.00202256
  67 │    45816  -0.00146649
  68 │    45817  -0.00132631
  69 │    45821  -0.00132195
  70 │    45822  -0.00133221
  71 │    45823  -0.00138207
  72 │   146549   0.00287211
  73 │   146552   0.0031126
  74 │   146554   0.00259068
  75 │   146557   0.00257849
  76 │   146560   0.00263047
  77 │   146561   0.00298036
  78 │   146564   0.0026296
  79 │   146566   0.00259495
  80 │   146569   0.00215955
  81 │   146576   0.00334925
  82 │   146579   0.00218768
  83 │   146588  -0.00112548
  84 │   146596   0.00139897
  85 │   158405   0.00243262
  86 │   158406   0.00242973
  87 │   158407   0.00234447
  88 │   158411   0.00183161
  89 │   173361  -0.00176647
  90 │   173406   0.0012602
  91 │   174881   0.000959758
  92 │   174915   0.00100434
  93 │   174926   0.0011466
  94 │   175000   0.00312825
  95 │   175005   0.00316686
  96 │   175041   0.00244595
  97 │   175075   0.00117909
  98 │   175096   0.00138949
  99 │   194353  -0.00327875
 100 │   194409  -0.00325692
 101 │   194415  -0.00336805
 102 │   208944  -0.00344951
 103 │   208947  -0.00481192
 104 │   208949  -0.00472862
 105 │   208951  -0.00643123
 106 │   225486   0.00146613
 107 │   225487   0.00150464
 108 │   225488   0.00183227
 109 │   225489   0.00184639
 110 │   225490   0.00194381
 111 │   225491   0.00199486
 112 │   225497  -0.00152363
 113 │   242599   0.00252065
 114 │   242601  -0.00418907
 115 │   242602  -0.00426918
 116 │   242603  -0.00421438
 117 │   242605  -0.00310714
 118 │   242606  -0.00305167
 119 │   242607  -0.00420668
 120 │   242608   0.00174415
 121 │   242609  -0.00309648
 122 │   242612  -0.0035545
 123 │   260644  -0.00126785
 124 │   260645  -0.00141751
 125 │   266007   0.00241614
 126 │   266008   0.00180544
 127 │   266009   0.00185641
 128 │   266010   0.00184208
 129 │   266011   0.0024606
 130 │   301459  -0.00172766
 131 │   301462  -0.00197477
 132 │   301463  -0.00179225
 133 │   301464  -0.00173041
 134 │   301466  -0.00172706
 135 │   301467  -0.00169377
 136 │   301468  -0.0016237
 137 │   301469  -0.000343863
 138 │   301471  -0.00169073
 139 │   301473  -0.00167896
 140 │   301476  -0.00194694
 141 │   301480  -0.0019745
 142 │   309993  -0.0034135
 143 │   309996  -0.00475265
 144 │   309998   0.00327238
 145 │   310000   0.00358495
 146 │   310003   0.00352566
 147 │   310006   0.00351651
 148 │   310010  -0.00631878
 149 │   310012   0.00372519
 150 │   310013   0.00372128
 151 │   310014  -0.00456318
 152 │   310015  -0.00483135
 153 │   310017   0.00384493
 154 │   310018  -0.00493147
 155 │   310019   0.00394076
 156 │   310020  -0.00489245
 157 │   310027  -0.00318405
 158 │   310033  -0.00468191
 159 │   310037  -0.00408501
 160 │   310039   0.00193109
 161 │   310042  -0.00367486
 162 │   310044  -0.00369731
 163 │   310047   0.00148414
 164 │   310056   0.000930828
 165 │   310062   0.00121721
 166 │   373948   0.00340473
 167 │   373950   0.00371787
 168 │   373951   0.00364648
 169 │   373952  -0.00343002
 170 │   373954  -0.00341165
 171 │   373955   0.00118801
 172 │   373956   0.00294864
 173 │   373962  -0.00187675
 174 │   373966   0.00142513
 175 │   373969  -0.00110871
 176 │   373973  -0.0013648
 177 │   373976   0.00390666
 178 │   373978   0.00176946
 179 │   373979  -0.00394012
 180 │   373987  -0.00253836
 181 │   373988  -0.00117713
 182 │   391781   0.00423058
 183 │   391782   0.00423846
 184 │   391783   0.00420875
 185 │   391787   0.00422023
 186 │   391789   0.00469969
 187 │   391792  -0.0038973
 188 │   391793   0.00330094
 189 │   391795  -0.0033095
 190 │   394184   0.00237349
 191 │   423244   0.00243561
 192 │   423245   0.00230459
 193 │   423246   0.00203546
 194 │   423247   0.00238281
 195 │   423250   0.00243438
 196 │   432754  -0.00706055
 197 │   432757  -0.00449631
 198 │   432759  -0.00722433
 199 │   432795  -0.00223555
 200 │   432801  -0.002144
 201 │   434519  -0.00172041
 202 │   434532  -0.00435202
 203 │   434545  -0.00474759
 204 │   434550   0.00162304
 205 │   434553  -0.00287004
 206 │   434560  -0.00317511
 207 │   434561  -0.00313738
 208 │   434564  -0.00162824
 209 │   434570  -0.00148297
 210 │   434573  -0.003808
 211 │   434574  -0.00379548
 212 │   434594  -0.00286913
 213 │   438345  -0.00534794
 214 │   438448  -0.00471868
 215 │   438455  -0.00490298
 216 │   438466  -0.00365605
 217 │   438469  -0.00589577
 218 │   438476  -0.00341437
 219 │   438479  -0.00491619
 220 │   438483  -0.0036063
 221 │   438489  -0.00296688
 222 │   438492  -0.003061
 223 │   438494  -0.00342765
 224 │   438499   0.00349998
 225 │   438500   0.0035129
 226 │   438505   0.00407919
 227 │   438511  -0.00289902
 228 │   438515  -0.00241789
 229 │   438518  -0.00619292
 230 │   438519   0.00444399
 231 │   438520   0.00586579
 232 │   438521   0.00267511
 233 │   438526   0.00563725
 234 │   438527   0.00171501
 235 │   438529   0.00199569
 236 │   438530  -0.00844705
 237 │   438531   0.00580717
 238 │   438534  -0.00440334
 239 │   449460   0.00058059

Trait 1: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1   8.38164e-7
   2 │        2   0.0165056
   3 │        3   0.00505943
   4 │        4   0.00433833
   5 │        5   0.00148101
   6 │        6  -0.00108373
   7 │        7   0.00114997
   8 │        8  -0.00199949
   9 │        9  -0.00111104
  10 │       10   0.000615633
  11 │       11  -0.000442392
  12 │       12   8.5275e-5
  13 │       13   0.00206544
  14 │       14  -0.000908801

Trait 2: IHT estimated 270 nonzero SNP predictors
270×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    11577  -0.00595413
   2 │    11578  -0.00603106
   3 │    11579   0.00609083
   4 │    11580   0.00605837
   5 │    11581  -0.00595956
   6 │    11584  -0.00371037
   7 │    11590   0.00575494
   8 │    11592  -0.00455211
   9 │    11598  -0.00290291
  10 │    18181  -0.00231971
  11 │    18183  -0.00227453
  12 │    18184   0.0021734
  13 │    18185   0.00218902
  14 │    18186   0.00222217
  15 │    18188   0.00195768
  16 │    18189   0.0020311
  17 │    33128  -0.0026306
  18 │    33129  -0.00266692
  19 │    33130  -0.00272976
  20 │    33132  -0.00258239
  21 │    41911   0.000474924
  22 │    41927  -0.000613065
  23 │    41945  -0.00654382
  24 │    41948  -0.000650576
  25 │    41950  -0.00132918
  26 │    41952  -0.00712631
  27 │    41953  -0.00270884
  28 │    41954  -0.00715749
  29 │    41955  -0.00711831
  30 │    41956  -0.00713322
  31 │    41959   0.00710629
  32 │    41963  -0.00722125
  33 │    41964   0.00550505
  34 │    41965   0.00523468
  35 │    41966  -0.00432116
  36 │    41967  -0.00721832
  37 │    41968   0.00459499
  38 │    41969  -0.00243618
  39 │    41972  -0.00323695
  40 │    41975   0.00331502
  41 │    41977   0.00343431
  42 │    41978   0.00346279
  43 │    41979   0.00347973
  44 │    41983  -0.00119536
  45 │    41985   0.00326449
  46 │    41988   0.00397013
  47 │    41989   0.00281377
  48 │    42899  -0.000738642
  49 │    42900   0.000531198
  50 │    42913  -0.00179995
  51 │    42916  -0.00264582
  52 │    42919  -0.00286691
  53 │    42921  -0.00255874
  54 │    42925  -0.00348486
  55 │    42927  -0.00282084
  56 │    42928  -0.0034811
  57 │    42930  -0.00243559
  58 │    42931  -0.00286693
  59 │    42932  -0.00290034
  60 │    42933  -0.00619666
  61 │    42934  -0.00585399
  62 │    42935  -0.00581142
  63 │    42936  -0.00269159
  64 │    42938  -0.00498974
  65 │    42941   0.00401159
  66 │    42942   0.00401418
  67 │    42943   0.00401023
  68 │    42944  -0.000777641
  69 │    42945   0.00407248
  70 │    42946  -0.000789362
  71 │    42947   0.00388906
  72 │    42956  -0.00117342
  73 │    42977   0.000506547
  74 │    61929  -0.00189991
  75 │    61930  -0.00210968
  76 │    61932  -0.00241658
  77 │    61934  -0.00105248
  78 │    61937  -0.00106511
  79 │    70930   0.00258283
  80 │    70931   0.00260404
  81 │    70933   0.00263655
  82 │    95584   0.000618236
  83 │    95588   0.000828817
  84 │    95611   0.000734026
  85 │    95625  -0.000421369
  86 │   144088   0.00103144
  87 │   144090   0.00183201
  88 │   144091   0.00183084
  89 │   146552   0.001626
  90 │   146557   0.00234637
  91 │   146560   0.00225692
  92 │   146561   0.00196476
  93 │   146564   0.00235163
  94 │   146566   0.00245292
  95 │   146576   0.00149064
  96 │   158405   0.00295509
  97 │   158406   0.00347374
  98 │   158407   0.00338988
  99 │   158411   0.00212758
 100 │   174951  -0.00101444
 101 │   175000   0.00414114
 102 │   175005   0.00383054
 103 │   188679   0.000531072
 104 │   188682   0.000667146
 105 │   188687   0.000676673
 106 │   188691   0.000600114
 107 │   190680  -0.000579869
 108 │   190681  -0.000742147
 109 │   190683  -0.000618485
 110 │   190685  -0.00070618
 111 │   194328  -0.00175526
 112 │   194351  -0.00106176
 113 │   194353  -0.00519844
 114 │   194377   0.00197879
 115 │   194387  -0.00149007
 116 │   194388  -0.00152123
 117 │   194389  -0.00132871
 118 │   194401   0.00143077
 119 │   194409  -0.00727407
 120 │   194415  -0.00748389
 121 │   194427  -0.00168426
 122 │   194439  -0.00163423
 123 │   194455  -0.00216047
 124 │   194489  -0.00114743
 125 │   208920   0.00127982
 126 │   208924  -0.0024131
 127 │   208925  -0.00300973
 128 │   208926  -0.00366172
 129 │   208927  -0.00300687
 130 │   208928  -0.00296571
 131 │   208934  -0.00367305
 132 │   208939  -0.0033536
 133 │   208941  -0.00338722
 134 │   208944  -0.00446331
 135 │   208947  -0.00444278
 136 │   208948  -0.00379996
 137 │   208949  -0.00453915
 138 │   208950  -0.00115068
 139 │   208951  -0.00400151
 140 │   208952  -0.00396228
 141 │   208954  -0.00349071
 142 │   208956  -0.00279502
 143 │   208958   0.00102952
 144 │   208966  -0.000899565
 145 │   227975   0.00201152
 146 │   227981   0.00207083
 147 │   227982  -0.00332536
 148 │   227983  -0.001705
 149 │   227987  -0.00405318
 150 │   227988  -0.00383619
 151 │   227989  -0.00541051
 152 │   227990  -0.00527539
 153 │   227991  -0.00669418
 154 │   227992  -0.00548806
 155 │   227993  -0.00674506
 156 │   227994  -0.00629195
 157 │   227995  -0.00575855
 158 │   227996  -0.00573287
 159 │   227997  -0.00267373
 160 │   227999  -0.00453235
